transaction_id,customer_id,product_id,store_id,cantidad,importe,fecha
TX01675,C0002,P027,T04,1,271.72,2023-08-26
TX01676,C0391,P012,T04,3,271.03,2024-12-12
TX01677,C0135,P045,T04,2,314.0,2025-09-17
TX01678,C0022,P032,T05,1,109.25,2024-08-18
TX01679,C0470,P018,T05,1,343.38,2025-04-17
TX01680,C0940,P004,T05,2,119.41,2024-10-12
TX01681,C0335,P027,T04,2,181.58,2024-06-17
TX01682,C0667,P004,T03,1,103.2,2023-04-04
TX01683,C0660,P020,T04,1,237.55,2023-12-08
TX01684,C0257,P035,T02,2,61.92,2024-11-06
TX01685,C0658,P009,T05,1,381.11,2023-02-13
TX01686,C0218,P025,T01,2,146.65,2024-12-23
TX01687,C0117,P036,T01,1,217.09,2025-01-11
TX01688,C0716,P035,T02,3,338.5,2025-03-21
TX01689,C0109,P046,T02,1,81.33,2025-02-04
TX01690,C0995,P022,T04,1,298.67,2023-01-28
TX01691,C0181,P003,T01,2,220.09,2025-10-24
TX01692,C0603,P026,T04,1,127.57,2023-02-19
TX01693,C0418,P015,T02,1,304.97,2025-02-12
TX01694,C0119,P042,T04,1,301.4,2024-07-06
TX01695,C0033,P006,T01,1,294.4,2025-04-30
TX01696,C0632,P002,T01,2,225.85,2023-11-07
TX01697,C0808,P007,T05,2,93.83,2024-10-01
TX01698,C0839,P021,T04,1,28.9,2024-07-15
TX01699,C0491,P030,T02,1,388.32,2025-08-23
TX01700,C0776,P025,T03,1,104.46,2025-04-12
TX01701,C0678,P036,T03,1,364.91,2025-12-28
TX01702,C0728,P033,T02,1,397.4,2025-03-17
TX01703,C0501,P024,T05,2,191.86,2023-02-20
TX01704,C0641,P026,T02,1,201.19,2023-08-12
TX01705,C0808,P042,T03,1,327.68,2023-06-21
TX01706,C0405,P007,T05,1,348.63,2025-09-30
TX01707,C0808,P038,T02,1,173.21,2025-08-27
TX01708,C0602,P034,T05,2,42.39,2025-10-07
TX01709,C0159,P017,T04,1,1187.12,2023-11-05
TX01710,C0028,P003,T03,1,247.52,2023-01-12
TX01711,C0379,P018,T05,2,321.98,2025-10-20
TX01712,C0561,P021,T02,1,289.37,2025-11-19
TX01713,C0837,P036,T01,3,181.77,2023-06-08
TX01714,C0121,P025,T02,2,81.6,2023-09-06
TX01715,C0805,P011,T02,1,389.33,2023-03-21
TX01716,C0864,P028,T04,1,325.2,2025-09-24
TX01717,C0143,P009,T05,1,23.52,2023-08-29
TX01718,C0851,P028,T03,2,354.49,2024-07-09
TX01719,C0990,P034,T03,1,161.22,2023-12-06
TX01720,C0729,P010,T03,1,97.7,2025-01-30
TX01721,C0785,P034,T05,1,195.89,2024-11-07
TX01722,C0994,P048,T02,1,291.73,2025-08-28
TX01723,C0615,P001,T03,1,77.13,2023-05-18
TX01724,C0315,P001,T03,2,95.72,2023-07-12
TX01725,C0836,P035,T04,1,43.22,2025-08-17
TX01726,C0624,P039,T02,1,261.81,2024-04-07
TX01727,C0586,P023,T01,3,124.34,2025-05-22
TX01728,C0259,P038,T03,1,311.46,2024-06-05
TX01729,C0756,P036,T05,1,96.98,2023-11-09
TX01730,C0076,P007,T02,1,119.92,2023-07-29
TX01731,C0924,P009,T05,1,311.1,2024-11-07
TX01732,C0338,P037,T05,1,387.33,2025-08-27
TX01733,C0122,P014,T02,1,108.1,2024-03-19
TX01734,C0449,P006,T05,1,82.63,2023-01-01
TX01735,C0047,P021,T01,2,39.83,2025-11-13
TX01736,C0698,P029,T04,1,144.29,2025-10-21
TX01737,C0902,P008,T02,1,163.38,2025-02-28
TX01738,C0836,P046,T04,1,338.69,2024-10-11
TX01739,C0121,P034,T01,2,340.03,2023-12-07
TX01740,C0118,P041,T03,2,339.15,2025-06-23
TX01741,C0811,P032,T03,1,232.0,2025-06-10
TX01742,C0924,P042,T03,1,349.13,2025-08-12
TX01743,C0468,P043,T05,2,101.24,2024-01-27
TX01744,C0505,P025,T03,1,304.1,2023-01-22
TX01745,C0331,P013,T04,1,94.06,2024-09-27
TX01746,C0893,P022,T01,2,368.01,2025-10-26
TX01747,C0650,P001,T05,1,265.94,2025-09-07
TX01748,C0291,P026,T01,3,287.62,2024-07-15
TX01749,C0302,P041,T05,3,332.86,2025-08-22
TX01750,C0889,P039,T04,1,199.91,2023-08-01
TX01751,C0012,P003,T03,1,359.82,2023-11-10
TX01752,C0334,P046,T02,2,70.03,2025-05-09
TX01753,C0564,P008,T01,1,290.02,2024-10-05
TX01754,C0140,P007,T05,1,343.98,2023-02-04
TX01755,C0087,P022,T03,2,84.3,2025-01-20
TX01756,C0812,P034,T01,3,173.21,2023-05-06
TX01757,C0893,P005,T02,2,210.58,2024-06-30
TX01758,C0821,P006,T02,1,124.7,2024-02-11
TX01759,C0897,P045,T05,1,261.41,2023-01-07
TX01760,C0564,P020,T03,1,64.73,2025-08-12
TX01761,C0811,P037,T01,1,195.94,2023-08-27
TX01762,C0396,P006,T02,2,90.55,2023-02-11
TX01763,C0670,P011,T01,1,162.32,2023-06-16
TX01764,C0984,P047,T02,1,278.74,2024-01-27
TX01765,C0228,P048,T02,1,-164.14,2024-08-10
TX01766,C0403,P012,T03,1,139.91,2024-04-07
TX01767,C0488,P013,T03,2,87.3,2024-08-27
TX01768,C0133,P017,T04,1,206.16,2025-01-14
TX01769,C0076,P023,T05,1,2078.32,2023-12-16
TX01770,C0831,P003,T05,1,224.42,2024-03-07
TX01771,C0971,P045,T04,1,328.15,2024-08-14
TX01772,C0410,P014,T03,1,211.43,2024-07-04
TX01773,C0081,P006,T05,2,118.12,2025-08-15
TX01774,C0066,P017,T01,3,216.47,2024-01-17
TX01775,C0889,P031,T02,1,142.74,2025-02-12
TX01776,C0470,P043,T05,2,142.5,2023-08-03
TX01777,C0332,P041,T03,2,23.0,2025-05-13
TX01778,C0486,P031,T03,1,363.13,2024-01-19
TX01779,C0331,P023,T03,1,227.78,2023-02-14
TX01780,C0497,P029,T05,1,238.87,2025-06-09
TX01781,C0858,P047,T04,1,112.56,2025-02-03
TX01782,C0602,P039,T03,1,172.44,2023-03-24
TX01783,C0709,P015,T05,1,181.84,2024-07-05
TX01784,C0379,P037,T04,1,82.33,2023-12-07
TX01785,C0740,P020,T05,3,378.28,2024-02-11
TX01786,C0670,P037,T02,1,146.6,2023-04-21
TX01787,C0114,P006,T03,2,73.76,2024-12-09
TX01788,C0580,P030,T04,1,20.32,2023-10-30
TX01789,C0260,P013,T02,1,50.54,2024-04-28
TX01790,C0807,P014,T04,1,113.0,2025-02-05
TX01791,C0432,P001,T04,1,57.97,2025-03-18
TX01792,C0994,P045,T02,2,274.01,2025-08-07
TX01793,C0087,P046,T05,2,56.41,2023-09-21
TX01794,C0780,P021,T02,1,144.3,2024-08-02
TX01795,C0678,P044,T04,1,222.96,2024-12-11
TX01796,C0764,P032,T05,1,356.52,2023-12-31
TX01797,C0314,P016,T03,1,210.55,2023-01-04
TX01798,C0500,P040,T05,2,367.54,2024-04-16
TX01799,C0798,P009,T04,1,100.27,2025-06-10
TX01800,C0233,P006,T05,1,88.35,2023-11-05
TX01801,C0229,P019,T03,1,332.08,2023-03-13
TX01802,C0563,P017,T04,1,171.32,2025-11-25
TX01803,C0540,P007,T04,2,151.59,2023-07-27
TX01804,C0288,P042,T04,2,24.65,2024-10-15
TX01805,C0302,P009,T05,1,280.79,2023-01-24
TX01806,C0282,P032,T04,1,325.68,2025-05-20
TX01807,C0773,P017,T01,1,324.92,2025-07-11
TX01808,C0659,P033,T03,2,290.57,2025-12-31
TX01809,C0833,P024,T01,2,392.68,2025-12-24
TX01810,C0969,P025,T01,1,148.1,2024-06-12
TX01811,C0484,P013,T05,2,296.5,2025-07-20
TX01812,C0067,P028,T01,1,35.14,2025-09-29
TX01813,C0052,P030,T03,1,247.74,2025-01-26
TX01814,C0301,P017,T04,1,132.53,2023-02-18
TX01815,C0930,P035,T03,1,155.62,2023-02-05
TX01816,C0539,P029,T03,1,33.53,2023-08-17
TX01817,C0280,P023,T01,1,170.56,2023-12-25
TX01818,C0405,P006,T05,1,296.18,2025-10-07
TX01819,C0606,P028,T03,1,194.05,2024-05-14
TX01820,C0660,P047,T05,1,283.52,2024-10-30
TX01821,C0146,P024,T01,1,391.2,2023-07-27
TX01822,C0972,P025,T05,3,49.93,2024-09-10
TX01823,C0561,P028,T05,1,381.14,2024-06-10
TX01824,C0131,P047,T01,2,184.71,2023-08-27
TX01825,C0892,P013,T05,1,135.22,2025-11-18
TX01826,C0072,P035,T02,1,38.56,2025-08-26
TX01827,C0908,P014,T04,1,2254.16,2024-01-16
TX01828,C0995,P018,T05,1,1998.08,2024-01-07
TX01829,C0716,P044,T03,1,174.73,2023-02-08
TX01830,C0771,P027,T02,1,195.73,2024-10-13
TX01831,C0350,P007,T02,1,289.42,2024-03-28
TX01832,C0939,P005,T05,1,290.57,2025-08-01
TX01833,C0542,P038,T04,1,144.93,2025-03-07
TX01834,C0737,P031,T05,1,149.43,2024-12-10
TX01835,C0924,P029,T02,1,302.18,2024-03-07
TX01836,C0969,P035,T02,1,117.16,2023-03-08
TX01837,C0833,P043,T05,3,259.93,2024-12-08
TX01838,C0305,P006,T02,2,221.24,2024-09-14
TX01839,C0960,P019,T03,1,197.6,2023-11-16
TX01840,C0634,P040,T05,1,153.62,2025-06-02
TX01841,C0927,P027,T01,2,127.88,2025-10-02
TX01842,C0683,P016,T04,3,70.05,2023-09-10
TX01843,C0314,P007,T04,1,397.01,2024-08-15
TX01844,C0384,P012,T02,2,394.07,2025-04-01
TX01845,C0563,P036,T04,1,102.75,2024-07-25
TX01846,C0789,P021,T03,1,272.41,2024-10-12
TX01847,C0331,P033,T05,1,105.54,2025-04-07
TX01848,C0586,P032,T04,1,371.33,2023-11-18
TX01849,C0364,P012,T04,1,222.41,2024-11-15
TX01850,C0812,P030,T02,1,57.36,2025-05-06
TX01851,C0475,P027,T05,1,31.04,2024-04-04
TX01852,C0074,P009,T05,1,399.59,2025-04-17
TX01853,C0159,P002,T03,1,83.25,2025-08-24
TX01854,C0060,P044,T01,3,28.63,2025-03-08
TX01855,C0505,P036,T05,2,343.12,2023-11-27
TX01856,C0101,P030,T03,2,110.94,2025-08-25
TX01857,C0110,P046,T02,1,131.33,2023-03-05
TX01858,C0938,P014,T05,1,113.12,2025-06-27
TX01859,C0872,P016,T02,3,210.08,2023-08-16
TX01860,C0457,P039,T03,2,365.37,2024-05-16
TX01861,C0982,P030,T01,1,-32.28,2025-04-12
TX01862,C0001,P034,T04,2,46.74,2025-05-04
TX01863,C0624,P017,T05,1,315.11,2025-12-29
TX01864,C0626,P046,T01,1,334.55,2023-05-03
TX01865,C0465,P019,T04,2,295.56,2023-03-23
TX01866,C0405,P024,T04,2,214.39,2025-06-20
TX01867,C0462,P028,T01,1,341.89,2023-08-17
TX01868,C0419,P047,T02,1,269.48,2023-10-18
TX01869,C0734,P016,T04,1,56.91,2023-06-01
TX01870,C0129,P030,T04,2,307.65,2024-12-02
TX01871,C0198,P019,T04,1,191.14,2024-06-12
TX01872,C0174,P037,T03,1,309.3,2023-10-31
TX01873,C0267,P034,T03,1,354.46,2025-01-12
TX01874,C0541,P046,T03,1,292.02,2024-09-16
TX01875,C0105,P031,T04,1,78.69,2023-09-21
TX01876,C0867,P010,T05,1,166.01,2024-04-11
TX01877,C0302,P002,T02,1,76.38,2023-01-25
TX01878,C0157,P017,T03,2,303.27,2025-11-24
TX01879,C0681,P026,T04,1,84.76,2024-12-05
TX01880,C0044,P042,T02,1,210.42,2025-12-07
TX01881,C0627,P024,T04,2,204.39,2023-12-13
TX01882,C0714,P034,T05,1,360.91,2023-01-30
TX01883,C0218,P043,T01,1,137.54,2024-04-04
TX01884,C0047,P010,T03,1,296.93,2023-09-02
TX01885,C0379,P042,T02,1,194.54,2023-01-25
TX01886,C0096,P048,T05,2,301.72,2025-01-14
TX01887,C0112,P043,T01,1,57.56,2024-11-05
TX01888,C0259,P033,T01,1,385.43,2023-06-12
TX01889,C0301,P004,T04,1,114.23,2024-06-08
TX01890,C0542,P048,T02,1,267.31,2024-05-16
TX01891,C0685,P015,T04,1,392.16,2024-06-28
TX01892,C0603,P036,T03,1,92.21,2023-05-11
TX01893,C0141,P009,T05,1,98.94,2024-05-14
TX01894,C0165,P038,T05,1,57.34,2023-04-15
TX01895,C0876,P021,T01,1,64.23,2023-06-20
TX01896,C0567,P031,T02,1,243.96,2025-09-24
TX01897,C0868,P020,T05,1,183.31,2023-08-17
TX01898,C0387,P047,T04,2,94.02,2025-07-23
TX01899,C0624,P001,T03,2,248.51,2025-10-05
TX01900,C0540,P041,T02,1,203.65,2024-08-04
TX01901,C0332,P042,T05,1,222.23,2024-11-29
TX01902,C0477,P018,T05,1,257.85,2023-08-17
TX01903,C0508,P012,T04,1,2875.84,2025-11-09
TX01904,C0203,P031,T04,1,44.91,2025-06-03
TX01905,C0325,P044,T03,1,347.57,2024-12-02
TX01906,C0790,P041,T05,2,93.57,2023-08-11
TX01907,C0916,P015,T02,1,136.05,2025-12-22
TX01908,C0375,P031,T01,1,372.47,2024-03-06
TX01909,C0314,P037,T02,1,92.92,2025-03-22
TX01910,C0195,P011,T02,1,79.71,2025-11-23
TX01911,C0685,P031,T05,2,316.31,2024-07-05
TX01912,C0334,P015,T05,1,345.37,2024-09-13
TX01913,C0984,P024,T02,1,296.15,2024-10-07
TX01914,C0337,P029,T03,1,169.55,2025-05-04
TX01915,C0404,P001,T04,1,175.34,2023-10-14
TX01916,C0612,P030,T03,1,287.65,2024-03-03
TX01917,C0805,P043,T03,1,161.92,2024-10-21
TX01918,C0477,P028,T04,1,232.79,2024-02-13
TX01919,C0427,P014,T05,1,345.43,2023-08-07
TX01920,C0995,P005,T02,1,294.68,2025-08-20
TX01921,C0012,P003,T04,1,365.38,2025-09-24
TX01922,C0894,P016,T03,3,242.72,2023-05-02
TX01923,C0141,P007,T01,1,124.9,2025-01-26
TX01924,C0785,P029,T03,1,71.03,2023-06-01
TX01925,C0627,P021,T04,2,352.1,2024-09-04
TX01926,C0359,P037,T02,1,186.54,2024-11-02
TX01927,C0872,P037,T05,2,119.07,2025-12-23
TX01928,C0012,P019,T01,1,312.56,2024-10-04
TX01929,C0229,P024,T05,2,101.63,2024-10-19
TX01930,C0573,P030,T02,1,146.54,2024-06-14
TX01931,C0369,P017,T05,2,28.79,2023-09-02
TX01932,C0621,P042,T04,1,2610.4,2023-04-09
TX01933,C0028,P034,T01,2,214.66,2023-02-03
TX01934,C0112,P037,T04,3,384.72,2024-10-31
TX01935,C0121,P035,T04,1,146.83,2023-05-18
TX01936,C0189,P048,T01,1,390.21,2023-08-19
TX01937,C0466,P035,T02,2,341.59,2023-06-29
TX01938,C0749,P037,T04,1,397.32,2023-05-30
TX01939,C0907,P044,T04,2,196.97,2023-11-08
TX01940,C0836,P042,T03,1,266.18,2024-11-26
TX01941,C0196,P030,T05,2,300.99,2025-06-04
TX01942,C0449,P002,T04,1,22.41,2025-03-09
TX01943,C0200,P002,T01,1,182.32,2024-06-14
TX01944,C0269,P015,T05,1,144.12,2025-07-26
TX01945,C0509,P042,T02,2,238.29,2024-12-27
TX01946,C0067,P046,T05,1,313.74,2024-02-27
TX01947,C0221,P020,T02,1,222.7,2023-03-22
TX01948,C0932,P009,T05,1,46.32,2024-10-07
TX01949,C0474,P015,T02,1,82.05,2024-07-09
TX01950,C0452,P015,T02,2,30.37,2025-06-19
TX01951,C0014,P008,T04,1,-349.66,2024-03-03
TX01952,C0248,P025,T01,1,171.69,2024-02-26
TX01953,C0866,P025,T05,2,55.28,2023-12-25
TX01954,C0158,P033,T05,2,66.25,2024-03-05
TX01955,C0419,P008,T04,2,156.19,2024-10-10
TX01956,C0012,P027,T05,1,54.5,2025-11-04
TX01957,C0488,P024,T04,1,62.56,2025-07-24
TX01958,C0025,P002,T01,1,179.61,2023-07-24
TX01959,C0814,P023,T03,3,337.88,2025-06-08
TX01960,C0824,P042,T03,1,286.46,2025-03-09
TX01961,C0787,P031,T01,3,124.39,2024-10-24
TX01962,C0288,P003,T02,2,87.4,2023-01-19
TX01963,C0836,P009,T05,1,284.13,2023-03-21
TX01964,C0560,P004,T05,2,349.21,2024-08-23
TX01965,C0388,P024,T05,1,79.84,2023-12-20
TX01966,C0633,P012,T05,3,301.95,2024-01-07
TX01967,C0012,P024,T01,2,31.39,2024-02-22
TX01968,C0134,P020,T04,1,365.41,2024-06-27
TX01969,C0743,P040,T03,1,29.82,2023-02-28
TX01970,C0245,P031,T01,2,74.85,2025-04-14
TX01971,C0606,P003,T05,1,247.43,2025-12-11
TX01972,C0397,P011,T02,1,152.49,2024-04-01
TX01973,C0854,P006,T04,3,62.72,2025-09-01
TX01974,C0948,P030,T04,2,223.96,2023-10-03
TX01975,C0879,P039,T01,1,198.41,2024-06-10
TX01976,C0276,P009,T03,1,158.92,2023-07-17
TX01977,C0195,P031,T04,2,343.75,2024-02-06
TX01978,C0485,P009,T02,1,326.07,2023-10-20
TX01979,C0008,P015,T01,2,2340.48,2024-08-01
TX01980,C0029,P040,T01,1,115.25,2024-09-08
TX01981,C0564,P022,T04,1,217.57,2024-06-30
TX01982,C0534,P009,T03,1,271.26,2023-03-12
TX01983,C0994,P048,T04,1,321.79,2024-01-09
TX01984,C0204,P001,T05,1,337.44,2024-05-02
TX01985,C0262,P011,T04,1,237.39,2025-09-17
TX01986,C0109,P023,T02,1,330.46,2025-04-10
TX01987,C0918,P029,T02,1,119.87,2025-06-19
TX01988,C0777,P008,T05,1,215.51,2024-11-21
TX01989,C0817,P022,T02,1,326.66,2025-09-25
TX01990,C0902,P036,T04,1,273.84,2024-12-02
TX01991,C0541,P034,T03,1,158.86,2023-02-22
TX01992,C0457,P035,T02,1,390.53,2023-08-16
TX01993,C0342,P008,T05,2,67.99,2024-12-12
TX01994,C0595,P020,T04,1,394.04,2023-06-19
TX01995,C0459,P033,T02,1,377.67,2025-11-12
TX01996,C0457,P013,T02,2,104.31,2023-02-04
TX01997,C0934,P013,T03,1,316.38,2025-12-22
TX01998,C0980,P034,T01,2,157.81,2024-04-16
TX01999,C0798,P045,T05,1,80.32,2023-12-06
TX02000,C0756,P041,T05,1,373.65,2023-11-08
TX02001,C0690,P035,T05,1,96.83,2023-04-11
TX02002,C0159,P026,T03,1,218.26,2025-05-12
TX02003,C0059,P031,T04,1,294.19,2024-09-06
TX02004,C0705,P001,T01,1,231.19,2024-09-30
TX02005,C0731,P014,T05,1,45.39,2025-04-20
TX02006,C0052,P009,T02,1,80.9,2024-05-11
TX02007,C0926,P026,T02,1,168.58,2024-02-01
TX02008,C0085,P016,T03,1,386.08,2024-07-19
TX02009,C0291,P009,T04,1,301.07,2023-11-07
TX02010,C0677,P014,T04,1,124.68,2024-11-01
TX02011,C0164,P001,T01,1,219.21,2025-08-22
TX02012,C0057,P015,T04,1,67.45,2025-07-19
TX02013,C0342,P010,T01,2,306.62,2024-11-30
TX02014,C0764,P018,T01,1,358.62,2023-08-20
TX02015,C0418,P041,T04,1,84.01,2025-09-24
TX02016,C0660,P019,T02,1,53.66,2025-01-12
TX02017,C0586,P016,T04,2,386.03,2025-05-13
TX02018,C0028,P004,T01,2,126.48,2024-07-18
TX02019,C0984,P017,T05,1,273.45,2024-05-29
TX02020,C0047,P023,T01,1,290.98,2025-09-21
TX02021,C0961,P016,T05,1,244.61,2024-06-28
TX02022,C0562,P007,T04,1,338.22,2025-02-08
TX02023,C0958,P039,T05,2,273.67,2023-03-28
TX02024,C0110,P039,T01,1,321.57,2023-07-21
TX02025,C0498,P037,T01,1,310.33,2025-01-08
TX02026,C0164,P038,T05,1,169.62,2023-03-23
TX02027,C0055,P023,T04,2,237.87,2025-12-06
TX02028,C0627,P003,T04,2,258.68,2025-06-03
TX02029,C0211,P043,T01,1,88.68,2024-11-04
TX02030,C0594,P007,T03,3,324.72,2025-07-24
TX02031,C0108,P017,T03,2,150.74,2024-05-24
TX02032,C0345,P018,T04,2,143.31,2024-06-22
TX02033,C0782,P011,T02,1,348.12,2024-10-21
TX02034,C0447,P048,T04,2,316.77,2023-12-19
TX02035,C0634,P032,T01,1,254.23,2024-04-11
TX02036,C0655,P021,T03,1,294.34,2025-04-11
TX02037,C0841,P021,T05,1,90.75,2025-02-22
TX02038,C0336,P013,T03,2,204.47,2024-11-21
TX02039,C0700,P029,T03,2,384.54,2024-10-23
TX02040,C0958,P002,T01,1,138.0,2025-11-02
TX02041,C0734,P045,T05,1,232.77,2023-12-31
TX02042,C0497,P026,T05,1,95.48,2023-07-05
TX02043,C0637,P046,T05,2,272.01,2024-06-23
TX02044,C0742,P010,T03,1,170.77,2025-02-27
TX02045,C0623,P007,T03,1,388.88,2024-10-25
TX02046,C0021,P015,T04,2,113.44,2023-11-14
TX02047,C0195,P043,T03,1,105.3,2024-03-24
TX02048,C0809,P016,T02,1,328.38,2023-10-25
TX02049,C0280,P001,T03,1,27.89,2025-09-16
TX02050,C0737,P029,T04,1,399.38,2024-01-29
TX02051,C0387,P027,T02,2,240.74,2025-03-03
TX02052,C0537,P048,T03,2,393.13,2024-06-23
TX02053,C0067,P028,T03,1,371.69,2024-04-25
TX02054,C0177,P021,T05,1,384.07,2023-10-03
TX02055,C0956,P021,T02,2,240.0,2023-07-17
TX02056,C0887,P033,T04,1,59.83,2024-04-11
TX02057,C0660,P047,T03,2,265.09,2024-04-03
TX02058,C0468,P030,T03,1,40.22,2025-06-15
TX02059,C0682,P032,T05,1,382.2,2023-12-17
TX02060,C0627,P002,T05,1,267.11,2024-12-12
TX02061,C0574,P031,T02,1,154.68,2024-07-19
TX02062,C0059,P037,T03,3,296.55,2025-10-02
TX02063,C0640,P028,T02,3,101.78,2025-07-14
TX02064,C0767,P020,T05,1,135.77,2024-04-21
TX02065,C0994,P037,T05,3,74.81,2024-10-06
TX02066,C0012,P001,T05,1,306.7,2023-09-03
TX02067,C0734,P005,T05,1,177.21,2023-11-27
TX02068,C0579,P047,T02,1,248.58,2024-01-03
TX02069,C0445,P012,T01,1,208.09,2023-09-02
TX02070,C0121,P022,T01,1,173.35,2025-03-04
TX02071,C0416,P027,T04,1,72.63,2024-12-04
TX02072,C0371,P012,T01,1,87.42,2025-05-31
TX02073,C0305,P017,T04,1,118.99,2024-02-15
TX02074,C0735,P015,T03,3,260.54,2024-11-26
TX02075,C0716,P029,T01,1,27.75,2023-05-05
TX02076,C0595,P036,T01,1,56.29,2023-01-04
TX02077,C0935,P034,T01,1,166.21,2023-02-26
TX02078,C0368,P037,T05,1,46.37,2023-12-20
TX02079,C0245,P013,T05,1,223.38,2024-12-08
TX02080,C0663,P007,T02,1,238.11,2025-06-21
TX02081,C0199,P046,T02,1,329.46,2025-06-30
TX02082,C0325,P002,T05,1,224.28,2023-09-04
TX02083,C0226,P020,T03,1,279.55,2025-11-27
TX02084,C0067,P011,T01,1,249.33,2024-11-21
TX02085,C0829,P030,T05,2,317.94,2023-08-27
TX02086,C0259,P043,T05,1,113.56,2023-10-17
TX02087,C0482,P016,T04,1,173.63,2025-01-03
TX02088,C0047,P004,T04,2,365.67,2023-07-22
TX02089,C0714,P034,T01,1,141.81,2025-12-15
TX02090,C0342,P037,T05,2,218.24,2024-02-16
TX02091,C0743,P019,T03,1,310.14,2024-08-22
TX02092,C0418,P041,T04,1,163.29,2025-10-01
TX02093,C0196,P002,T04,1,233.28,2025-03-07
TX02094,C0525,P020,T04,3,312.88,2023-04-23
TX02095,C0126,P034,T01,1,53.89,2023-12-22
TX02096,C0449,P042,T03,2,223.03,2023-04-07
TX02097,C0329,P020,T04,1,386.39,2023-04-18
TX02098,C0912,P044,T04,2,219.11,2024-01-01
TX02099,C0060,P033,T03,1,36.99,2024-03-15
TX02100,C0708,P007,T04,3,359.1,2024-10-17
TX02101,C0179,P005,T02,1,237.04,2023-02-01
TX02102,C0332,P003,T04,1,281.97,2024-08-17
TX02103,C0419,P001,T02,1,367.79,2024-11-08
TX02104,C0908,P012,T04,2,161.28,2025-04-03
TX02105,C0244,P003,T02,1,113.55,2024-06-12
TX02106,C0086,P028,T05,2,362.79,2024-09-26
TX02107,C0331,P014,T03,1,23.89,2025-04-27
TX02108,C0100,P025,T03,2,92.01,2025-09-26
TX02109,C0124,P017,T05,1,283.16,2023-03-27
TX02110,C0582,P045,T04,1,282.01,2023-05-25
TX02111,C0060,P041,T01,1,362.84,2025-09-27
TX02112,C0037,P005,T02,1,83.6,2024-06-09
TX02113,C0724,P044,T04,1,128.85,2024-06-19
TX02114,C0376,P007,T01,1,356.53,2024-02-18
TX02115,C0118,P006,T05,2,96.3,2025-11-27
TX02116,C0259,P003,T04,1,62.33,2023-03-19
TX02117,C0648,P025,T02,1,283.57,2023-05-19
TX02118,C0282,P016,T04,1,186.48,2023-10-20
TX02119,C0502,P029,T05,2,271.89,2025-10-28
TX02120,C0115,P013,T02,2,36.63,2023-01-30
TX02121,C0594,P010,T03,2,115.3,2023-12-26
TX02122,C0326,P023,T04,1,264.77,2025-03-12
TX02123,C0634,P025,T02,3,212.13,2024-04-06
TX02124,C0808,P012,T02,1,294.05,2023-02-21
TX02125,C0623,P029,T01,2,248.63,2024-08-12
TX02126,C0301,P036,T02,1,386.39,2023-04-27
TX02127,C0260,P008,T01,1,223.02,2023-12-14
TX02128,C0340,P047,T03,1,74.52,2023-08-01
TX02129,C0158,P044,T02,1,21.3,2023-04-30
TX02130,C0176,P025,T05,1,105.32,2023-03-14
TX02131,C0789,P037,T05,1,266.57,2025-09-02
TX02132,C0397,P037,T04,1,254.1,2025-07-09
TX02133,C0446,P048,T02,1,252.79,2024-12-07
TX02134,C0603,P041,T04,1,361.46,2025-07-19
TX02135,C0595,P035,T03,1,129.01,2023-12-24
TX02136,C0067,P025,T03,2,159.87,2023-02-12
TX02137,C0832,P028,T03,1,194.77,2024-04-09
TX02138,C0172,P026,T02,2,154.12,2025-04-11
TX02139,C0728,P027,T04,1,191.88,2025-03-06
TX02140,C0774,P030,T03,1,272.84,2023-09-30
TX02141,C0725,P047,T05,1,-102.44,2024-01-27
TX02142,C0586,P037,T02,3,297.14,2025-01-14
TX02143,C0014,P030,T05,2,320.99,2025-02-06
TX02144,C0375,P042,T03,1,73.71,2023-08-11
TX02145,C0615,P035,T04,1,336.5,2025-04-24
TX02146,C0402,P004,T02,1,229.64,2023-11-17
TX02147,C0864,P043,T04,3,184.08,2025-06-26
TX02148,C0315,P002,T02,1,273.46,2024-07-13
TX02149,C0297,P048,T05,2,263.67,2024-02-10
TX02150,C0271,P010,T04,1,113.37,2023-09-25
TX02151,C0346,P032,T03,1,310.09,2025-12-22
TX02152,C0567,P048,T01,1,319.05,2023-06-25
TX02153,C0718,P002,T01,3,350.4,2024-11-09
TX02154,C0667,P006,T03,3,155.54,2023-11-05
TX02155,C0808,P014,T03,2,157.92,2024-10-08
TX02156,C0883,P038,T04,1,287.37,2024-08-16
TX02157,C0812,P020,T01,2,80.73,2023-11-08
TX02158,C0023,P011,T04,1,365.89,2025-04-19
TX02159,C0739,P011,T05,1,1587.52,2024-07-29
TX02160,C0211,P045,T02,3,272.27,2023-10-28
TX02161,C0127,P029,T01,2,71.53,2025-02-19
TX02162,C0644,P031,T04,1,311.51,2025-01-12
TX02163,C0332,P029,T05,1,189.99,2023-02-10
TX02164,C0058,P032,T05,1,149.12,2023-06-24
TX02165,C0133,P024,T01,1,257.13,2025-03-17
TX02166,C0002,P010,T01,3,320.57,2024-02-08
TX02167,C0904,P041,T03,1,2570.08,2023-06-20
TX02168,C0028,P023,T05,3,208.0,2025-05-05
TX02169,C0213,P011,T03,2,92.97,2024-07-27
TX02170,C0423,P034,T01,1,364.21,2023-04-17
TX02171,C0374,P042,T02,2,119.98,2025-06-05
TX02172,C0912,P022,T01,1,398.14,2025-07-27
